Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS8X2X.375,HSS8X2X3/8,22.37,6.18,,,8.0,6.95,,,,2.0,0.953,,,,,,,,0.375,0.349,,,,,,,,,,,2.73,,19.9,,38.2,13.4,9.56,2.49,3.73,4.61,3.73,0.777,,,,12.1,,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS8X2X.313,HSS8X2X5/16,19.08,5.26,,,8.0,7.13,,,,2.0,1.13,,,,,,,,0.3125,0.291,,,,,,,,,,,3.87,,24.5,,33.7,11.6,8.43,2.53,3.38,4.06,3.38,0.802,,,,10.9,,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS8X2X.250,HSS8X2X1/4,15.62,4.3,,,8.0,7.3,,,,2.0,1.3,,,,,,,,0.25,0.233,,,,,,,,,,,5.58,,31.3,,28.5,9.68,7.12,2.57,2.94,3.43,2.94,0.827,,,,9.36,,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS8X2X.188,HSS8X2X3/16,11.97,3.28,,,8.0,7.48,,,,2.0,1.48,,,,,,,,0.1875,0.174,,,,,,,,,,,8.49,,43.0,,22.4,7.51,5.61,2.61,2.39,2.7,2.39,0.853,,,,7.48,,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS8X2X.125,HSS8X2X1/8,8.16,2.23,,,8.0,7.65,,,,2.0,1.65,,,,,,,,0.125,0.116,,,,,,,,,,,14.2,,66.0,,15.7,5.19,3.93,2.65,1.72,1.9,1.72,0.879,,,,5.3,,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X7X.625,HSS7X7X5/8,50.81,14.0,,,7.0,5.26,,,,7.0,5.26,,,,,,,,0.625,0.581,,,,,,,,,,,9.05,,9.05,,93.4,33.1,26.7,2.58,93.4,33.1,26.7,2.58,,,,158.0,,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X7X.500,HSS7X7X1/2,42.05,11.6,,,7.0,5.6,,,,7.0,5.6,,,,,,,,0.5,0.465,,,,,,,,,,,12.1,,12.1,,80.5,27.9,23.0,2.63,80.5,27.9,23.0,2.63,,,,133.0,,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X7X.375,HSS7X7X3/8,32.58,8.97,,,7.0,5.95,,,,7.0,5.95,,,,,,,,0.375,0.349,,,,,,,,,,,17.1,,17.1,,65.0,22.1,18.6,2.69,65.0,22.1,18.6,2.69,,,,105.0,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X7X.313,HSS7X7X5/16,27.59,7.59,,,7.0,6.13,,,,7.0,6.13,,,,,,,,0.3125,0.291,,,,,,,,,,,21.1,,21.1,,56.1,18.9,16.0,2.72,56.1,18.9,16.0,2.72,,,,89.7,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X7X.250,HSS7X7X1/4,22.42,6.17,,,7.0,6.3,,,,7.0,6.3,,,,,,,,0.25,0.233,,,,,,,,,,,27.0,,27.0,,46.5,15.5,13.3,2.75,46.5,15.5,13.3,2.75,,,,73.5,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X7X.188,HSS7X7X3/16,17.08,4.67,,,7.0,6.48,,,,7.0,6.48,,,,,,,,0.1875,0.174,,,,,,,,,,,37.2,,37.2,,36.0,11.9,10.3,2.77,36.0,11.9,10.3,2.77,,,,56.1,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X7X.125,HSS7X7X1/8,11.56,3.16,,,7.0,6.65,,,,7.0,6.65,,,,,,,,0.125,0.116,,,,,,,,,,,57.3,,57.3,,24.8,8.13,7.09,2.8,24.8,8.13,7.09,2.8,,,,38.2,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X5X.500,HSS7X5X1/2,35.24,9.74,,,7.0,5.6,,,,5.0,3.6,,,,,,,,0.5,0.465,,,,,,,,,,,7.75,,12.1,,60.6,21.9,17.3,2.5,35.6,17.3,14.2,1.91,,,,75.8,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X5X.375,HSS7X5X3/8,27.48,7.58,,,7.0,5.95,,,,5.0,3.95,,,,,,,,0.375,0.349,,,,,,,,,,,11.3,,17.1,,49.5,17.5,14.1,2.56,29.3,13.8,11.7,1.97,,,,60.6,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X5X.313,HSS7X5X5/16,23.34,6.43,,,7.0,6.13,,,,5.0,4.13,,,,,,,,0.3125,0.291,,,,,,,,,,,14.2,,21.1,,43.0,15.0,12.3,2.59,25.5,11.9,10.2,1.99,,,,52.1,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X5X.250,HSS7X5X1/4,19.02,5.24,,,7.0,6.3,,,,5.0,4.3,,,,,,,,0.25,0.233,,,,,,,,,,,18.5,,27.0,,35.9,12.4,10.2,2.62,21.3,9.83,8.53,2.02,,,,42.9,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X5X.188,HSS7X5X3/16,14.53,3.98,,,7.0,6.48,,,,5.0,4.48,,,,,,,,0.1875,0.174,,,,,,,,,,,25.7,,37.2,,27.9,9.52,7.96,2.65,16.6,7.57,6.65,2.05,,,,32.9,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X5X.125,HSS7X5X1/8,9.86,2.7,,,7.0,6.65,,,,5.0,4.65,,,,,,,,0.125,0.116,,,,,,,,,,,40.1,,57.3,,19.3,6.53,5.52,2.68,11.6,5.2,4.63,2.07,,,,22.5,,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X4X.500,HSS7X4X1/2,31.84,8.81,,,7.0,5.6,,,,4.0,2.6,,,,,,,,0.5,0.465,,,,,,,,,,,5.6,,12.1,,50.7,18.8,14.5,2.4,20.7,12.6,10.4,1.53,,,,50.5,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X4X.375,HSS7X4X3/8,24.93,6.88,,,7.0,5.95,,,,4.0,2.95,,,,,,,,0.375,0.349,,,,,,,,,,,8.46,,17.1,,41.8,15.1,11.9,2.46,17.3,10.2,8.63,1.58,,,,41.0,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X4X.313,HSS7X4X5/16,21.21,5.85,,,7.0,6.13,,,,4.0,3.13,,,,,,,,0.3125,0.291,,,,,,,,,,,10.7,,21.1,,36.5,13.1,10.4,2.5,15.2,8.83,7.58,1.61,,,,35.4,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X4X.250,HSS7X4X1/4,17.32,4.77,,,7.0,6.3,,,,4.0,3.3,,,,,,,,0.25,0.233,,,,,,,,,,,14.2,,27.0,,30.5,10.8,8.72,2.53,12.8,7.33,6.38,1.64,,,,29.3,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X4X.188,HSS7X4X3/16,13.25,3.63,,,7.0,6.48,,,,4.0,3.48,,,,,,,,0.1875,0.174,,,,,,,,,,,20.0,,37.2,,23.8,8.33,6.81,2.56,10.0,5.67,5.02,1.66,,,,22.7,,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X4X.125,HSS7X4X1/8,9.01,2.46,,,7.0,6.65,,,,4.0,3.65,,,,,,,,0.125,0.116,,,,,,,,,,,31.5,,57.3,,16.6,5.73,4.73,2.59,7.03,3.91,3.51,1.69,,,,15.6,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X3X.500,HSS7X3X1/2,28.43,7.88,,,7.0,5.6,,,,3.0,1.6,,,,,,,,0.5,0.465,,,,,,,,,,,3.45,,12.1,,40.7,15.8,11.6,2.27,10.2,8.46,6.8,1.14,,,,28.6,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X3X.375,HSS7X3X3/8,22.37,6.18,,,7.0,5.95,,,,3.0,1.95,,,,,,,,0.375,0.349,,,,,,,,,,,5.6,,17.1,,34.1,12.8,9.73,2.35,8.71,6.95,5.81,1.19,,,,23.9,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X3X.313,HSS7X3X5/16,19.08,5.26,,,7.0,6.13,,,,3.0,2.13,,,,,,,,0.3125,0.291,,,,,,,,,,,7.31,,21.1,,29.9,11.1,8.54,2.38,7.74,6.05,5.16,1.21,,,,20.9,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X3X.250,HSS7X3X1/4,15.62,4.3,,,7.0,6.3,,,,3.0,2.3,,,,,,,,0.25,0.233,,,,,,,,,,,9.88,,27.0,,25.2,9.22,7.19,2.42,6.6,5.06,4.4,1.24,,,,17.5,,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X3X.188,HSS7X3X3/16,11.97,3.28,,,7.0,6.48,,,,3.0,2.48,,,,,,,,0.1875,0.174,,,,,,,,,,,14.2,,37.2,,19.8,7.14,5.65,2.45,5.24,3.94,3.5,1.26,,,,13.7,,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X3X.125,HSS7X3X1/8,8.16,2.23,,,7.0,6.65,,,,3.0,2.65,,,,,,,,0.125,0.116,,,,,,,,,,,22.9,,57.3,,13.8,4.93,3.95,2.49,3.71,2.73,2.48,1.29,,,,9.48,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X2X.250,HSS7X2X1/4,13.91,3.84,,,7.0,6.3,,,,2.0,1.3,,,,,,,,0.25,0.233,,,,,,,,,,,5.58,,27.0,,19.8,7.64,5.67,2.27,2.58,3.02,2.58,0.819,,,,7.95,,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X2X.188,HSS7X2X3/16,10.7,2.93,,,7.0,6.48,,,,2.0,1.48,,,,,,,,0.1875,0.174,,,,,,,,,,,8.49,,37.2,,15.7,5.95,4.49,2.31,2.1,2.39,2.1,0.845,,,,6.35,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS7X2X.125,HSS7X2X1/8,7.31,2.0,,,7.0,6.65,,,,2.0,1.65,,,,,,,,0.125,0.116,,,,,,,,,,,14.2,,57.3,,11.1,4.13,3.16,2.35,1.52,1.68,1.52,0.871,,,,4.51,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X6X.625,HSS6X6X5/8,42.3,11.7,,,6.0,4.26,,,,6.0,4.26,,,,,,,,0.625,0.581,,,,,,,,,,,7.33,,7.33,,55.2,23.2,18.4,2.17,55.2,23.2,18.4,2.17,,,,94.9,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X6X.500,HSS6X6X1/2,35.24,9.74,,,6.0,4.61,,,,6.0,4.61,,,,,,,,0.5,0.465,,,,,,,,,,,9.9,,9.9,,48.3,19.8,16.1,2.23,48.3,19.8,16.1,2.23,,,,81.1,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X6X.375,HSS6X6X3/8,27.48,7.58,,,6.0,4.95,,,,6.0,4.95,,,,,,,,0.375,0.349,,,,,,,,,,,14.2,,14.2,,39.5,15.8,13.2,2.28,39.5,15.8,13.2,2.28,,,,64.6,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X6X.313,HSS6X6X5/16,23.34,6.43,,,6.0,5.13,,,,6.0,5.13,,,,,,,,0.3125,0.291,,,,,,,,,,,17.6,,17.6,,34.3,13.6,11.4,2.31,34.3,13.6,11.4,2.31,,,,55.4,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X6X.250,HSS6X6X1/4,19.02,5.24,,,6.0,5.3,,,,6.0,5.3,,,,,,,,0.25,0.233,,,,,,,,,,,22.8,,22.8,,28.6,11.2,9.54,2.34,28.6,11.2,9.54,2.34,,,,45.6,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X6X.188,HSS6X6X3/16,14.53,3.98,,,6.0,5.48,,,,6.0,5.48,,,,,,,,0.1875,0.174,,,,,,,,,,,31.5,,31.5,,22.3,8.63,7.42,2.37,22.3,8.63,7.42,2.37,,,,35.0,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X6X.125,HSS6X6X1/8,9.86,2.7,,,6.0,5.65,,,,6.0,5.65,,,,,,,,0.125,0.116,,,,,,,,,,,48.7,,48.7,,15.5,5.92,5.15,2.39,15.5,5.92,5.15,2.39,,,,23.9,,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X5X.500,HSS6X5X1/2,31.84,8.81,,,6.0,4.61,,,,5.0,3.6,,,,,,,,0.5,0.465,,,,,,,,,,,7.75,,9.9,,41.1,17.2,13.7,2.16,30.8,15.2,12.3,1.87,,,,59.8,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X5X.375,HSS6X5X3/8,24.93,6.88,,,6.0,4.95,,,,5.0,3.95,,,,,,,,0.375,0.349,,,,,,,,,,,11.3,,14.2,,33.9,13.8,11.3,2.22,25.5,12.2,10.2,1.92,,,,48.1,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X5X.313,HSS6X5X5/16,21.21,5.85,,,6.0,5.13,,,,5.0,4.13,,,,,,,,0.3125,0.291,,,,,,,,,,,14.2,,17.6,,29.6,11.9,9.85,2.25,22.3,10.5,8.91,1.95,,,,41.4,,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X5X.250,HSS6X5X1/4,17.32,4.77,,,6.0,5.3,,,,5.0,4.3,,,,,,,,0.25,0.233,,,,,,,,,,,18.5,,22.8,,24.7,9.87,8.25,2.28,18.7,8.72,7.47,1.98,,,,34.2,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X5X.188,HSS6X5X3/16,13.25,3.63,,,6.0,5.48,,,,5.0,4.48,,,,,,,,0.1875,0.174,,,,,,,,,,,25.7,,31.5,,19.3,7.62,6.44,2.31,14.6,6.73,5.84,2.01,,,,26.3,,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X5X.125,HSS6X5X1/8,9.01,2.46,,,6.0,5.65,,,,5.0,4.65,,,,,,,,0.125,0.116,,,,,,,,,,,40.1,,48.7,,13.4,5.24,4.48,2.34,10.2,4.63,4.07,2.03,,,,18.0,,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X4X.500,HSS6X4X1/2,28.43,7.88,,,6.0,4.61,,,,4.0,2.6,,,,,,,,0.5,0.465,,,,,,,,,,,5.6,,9.9,,34.0,14.6,11.3,2.08,17.8,11.0,8.89,1.5,,,,40.3,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X4X.375,HSS6X4X3/8,22.37,6.18,,,6.0,4.95,,,,4.0,2.95,,,,,,,,0.375,0.349,,,,,,,,,,,8.46,,14.2,,28.3,11.9,9.43,2.14,14.9,8.94,7.47,1.55,,,,32.8,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X4X.313,HSS6X4X5/16,19.08,5.26,,,6.0,5.13,,,,4.0,3.13,,,,,,,,0.3125,0.291,,,,,,,,,,,10.7,,17.6,,24.8,10.3,8.27,2.17,13.2,7.75,6.58,1.58,,,,28.4,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X4X.250,HSS6X4X1/4,15.62,4.3,,,6.0,5.3,,,,4.0,3.3,,,,,,,,0.25,0.233,,,,,,,,,,,14.2,,22.8,,20.9,8.53,6.96,2.2,11.1,6.45,5.56,1.61,,,,23.6,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X4X.188,HSS6X4X3/16,11.97,3.28,,,6.0,5.48,,,,4.0,3.48,,,,,,,,0.1875,0.174,,,,,,,,,,,20.0,,31.5,,16.4,6.6,5.46,2.23,8.76,5.0,4.38,1.63,,,,18.2,,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X4X.125,HSS6X4X1/8,8.16,2.23,,,6.0,5.65,,,,4.0,3.65,,,,,,,,0.125,0.116,,,,,,,,,,,31.5,,48.7,,11.4,4.56,3.81,2.26,6.15,3.46,3.08,1.66,,,,12.6,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X3X.500,HSS6X3X1/2,25.03,6.95,,,6.0,4.61,,,,3.0,1.6,,,,,,,,0.5,0.465,,,,,,,,,,,3.45,,9.9,,26.8,12.1,8.95,1.97,8.69,7.28,5.79,1.12,,,,23.1,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X3X.375,HSS6X3X3/8,19.82,5.48,,,6.0,4.95,,,,3.0,1.95,,,,,,,,0.375,0.349,,,,,,,,,,,5.6,,14.2,,22.7,9.9,7.57,2.04,7.48,6.03,4.99,1.17,,,,19.3,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X3X.313,HSS6X3X5/16,16.96,4.68,,,6.0,5.13,,,,3.0,2.13,,,,,,,,0.3125,0.291,,,,,,,,,,,7.31,,17.6,,20.1,8.61,6.69,2.07,6.67,5.27,4.45,1.19,,,,16.9,,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X3X.250,HSS6X3X1/4,13.91,3.84,,,6.0,5.3,,,,3.0,2.3,,,,,,,,0.25,0.233,,,,,,,,,,,9.88,,22.8,,17.0,7.19,5.66,2.1,5.7,4.41,3.8,1.22,,,,14.2,,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X3X.188,HSS6X3X3/16,10.7,2.93,,,6.0,5.48,,,,3.0,2.48,,,,,,,,0.1875,0.174,,,,,,,,,,,14.2,,31.5,,13.4,5.59,4.47,2.14,4.55,3.45,3.03,1.25,,,,11.1,,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X3X.125,HSS6X3X1/8,7.31,2.0,,,6.0,5.65,,,,3.0,2.65,,,,,,,,0.125,0.116,,,,,,,,,,,22.9,,48.7,,9.43,3.87,3.14,2.17,3.23,2.4,2.15,1.27,,,,7.73,,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X2X.375,HSS6X2X3/8,17.27,4.78,,,6.0,4.95,,,,2.0,0.953,,,,,,,,0.375,0.349,,,,,,,,,,,2.73,,14.2,,17.1,7.93,5.71,1.89,2.77,3.46,2.77,0.76,,,,8.42,,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X2X.313,HSS6X2X5/16,14.83,4.1,,,6.0,5.13,,,,2.0,1.13,,,,,,,,0.3125,0.291,,,,,,,,,,,3.87,,17.6,,15.3,6.95,5.11,1.93,2.52,3.07,2.52,0.785,,,,7.6,,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X2X.250,HSS6X2X1/4,12.21,3.37,,,6.0,5.3,,,,2.0,1.3,,,,,,,,0.25,0.233,,,,,,,,,,,5.58,,22.8,,13.1,5.84,4.37,1.97,2.21,2.61,2.21,0.81,,,,6.55,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X2X.188,HSS6X2X3/16,9.42,2.58,,,6.0,5.48,,,,2.0,1.48,,,,,,,,0.1875,0.174,,,,,,,,,,,8.49,,31.5,,10.5,4.58,3.49,2.01,1.8,2.07,1.8,0.836,,,,5.24,,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS6X2X.125,HSS6X2X1/8,6.46,1.77,,,6.0,5.65,,,,2.0,1.65,,,,,,,,0.125,0.116,,,,,,,,,,,14.2,,48.7,,7.42,3.19,2.47,2.05,1.31,1.46,1.31,0.861,,,,3.72,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5-1/2X5-1/2X.375,HSS5-1/2X5-1/2X3/8,24.93,6.88,,,5.5,4.45,,,,5.5,4.45,,,,,,,,0.375,0.349,,,,,,,,,,,12.8,,12.8,,29.7,13.1,10.8,2.08,29.7,13.1,10.8,2.08,,,,49.0,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5-1/2X5-1/2X.313,HSS5-1/2X5-1/2X5/16,21.21,5.85,,,5.5,4.63,,,,5.5,4.63,,,,,,,,0.3125,0.291,,,,,,,,,,,15.9,,15.9,,25.9,11.3,9.43,2.11,25.9,11.3,9.43,2.11,,,,42.2,,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5-1/2X5-1/2X.250,HSS5-1/2X5-1/2X1/4,17.32,4.77,,,5.5,4.8,,,,5.5,4.8,,,,,,,,0.25,0.233,,,,,,,,,,,20.6,,20.6,,21.7,9.32,7.9,2.13,21.7,9.32,7.9,2.13,,,,34.8,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5-1/2X5-1/2X.188,HSS5-1/2X5-1/2X3/16,13.25,3.63,,,5.5,4.98,,,,5.5,4.98,,,,,,,,0.1875,0.174,,,,,,,,,,,28.6,,28.6,,17.0,7.19,6.17,2.16,17.0,7.19,6.17,2.16,,,,26.7,,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5-1/2X5-1/2X.125,HSS5-1/2X5-1/2X1/8,9.01,2.46,,,5.5,5.15,,,,5.5,5.15,,,,,,,,0.125,0.116,,,,,,,,,,,44.4,,44.4,,11.8,4.95,4.3,2.19,11.8,4.95,4.3,2.19,,,,18.3,,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X5X.500,HSS5X5X1/2,28.43,7.88,,,5.0,3.6,,,,5.0,3.6,,,,,,,,0.5,0.465,,,,,,,,,,,7.75,,7.75,,26.0,13.1,10.4,1.82,26.0,13.1,10.4,1.82,,,,44.6,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X5X.375,HSS5X5X3/8,22.37,6.18,,,5.0,3.95,,,,5.0,3.95,,,,,,,,0.375,0.349,,,,,,,,,,,11.3,,11.3,,21.7,10.6,8.68,1.87,21.7,10.6,8.68,1.87,,,,36.1,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X5X.313,HSS5X5X5/16,19.08,5.26,,,5.0,4.13,,,,5.0,4.13,,,,,,,,0.3125,0.291,,,,,,,,,,,14.2,,14.2,,19.0,9.16,7.62,1.9,19.0,9.16,7.62,1.9,,,,31.2,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X5X.250,HSS5X5X1/4,15.62,4.3,,,5.0,4.3,,,,5.0,4.3,,,,,,,,0.25,0.233,,,,,,,,,,,18.5,,18.5,,16.0,7.61,6.41,1.93,16.0,7.61,6.41,1.93,,,,25.8,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X5X.188,HSS5X5X3/16,11.97,3.28,,,5.0,4.48,,,,5.0,4.48,,,,,,,,0.1875,0.174,,,,,,,,,,,25.7,,25.7,,12.6,5.89,5.03,1.96,12.6,5.89,5.03,1.96,,,,19.9,,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X5X.125,HSS5X5X1/8,8.16,2.23,,,5.0,4.65,,,,5.0,4.65,,,,,,,,0.125,0.116,,,,,,,,,,,40.1,,40.1,,8.8,4.07,3.52,1.99,8.8,4.07,3.52,1.99,,,,13.7,,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X4X.500,HSS5X4X1/2,25.03,6.95,,,5.0,3.6,,,,4.0,2.6,,,,,,,,0.5,0.465,,,,,,,,,,,5.6,,7.75,,21.2,10.9,8.49,1.75,14.9,9.35,7.43,1.46,,,,30.3,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X4X.375,HSS5X4X3/8,19.82,5.48,,,5.0,3.95,,,,4.0,2.95,,,,,,,,0.375,0.349,,,,,,,,,,,8.46,,11.3,,17.9,8.96,7.17,1.81,12.6,7.67,6.3,1.52,,,,24.9,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X4X.313,HSS5X4X5/16,16.96,4.68,,,5.0,4.13,,,,4.0,3.13,,,,,,,,0.3125,0.291,,,,,,,,,,,10.7,,14.2,,15.8,7.79,6.32,1.84,11.1,6.67,5.57,1.54,,,,21.7,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X4X.250,HSS5X4X1/4,13.91,3.84,,,5.0,4.3,,,,4.0,3.3,,,,,,,,0.25,0.233,,,,,,,,,,,14.2,,18.5,,13.4,6.49,5.35,1.87,9.46,5.57,4.73,1.57,,,,18.0,,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X4X.188,HSS5X4X3/16,10.7,2.93,,,5.0,4.48,,,,4.0,3.48,,,,,,,,0.1875,0.174,,,,,,,,,,,20.0,,25.7,,10.6,5.05,4.22,1.9,7.48,4.34,3.74,1.6,,,,14.0,,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X4X.125,HSS5X4X1/8,7.31,2.0,,,5.0,4.65,,,,4.0,3.65,,,,,,,,0.125,0.116,,,,,,,,,,,31.5,,40.1,,7.42,3.5,2.97,1.93,5.27,3.01,2.64,1.62,,,,9.66,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X3X.500,HSS5X3X1/2,21.63,6.02,,,5.0,3.6,,,,3.0,1.6,,,,,,,,0.5,0.465,,,,,,,,,,,3.45,,7.75,,16.4,8.83,6.57,1.65,7.18,6.1,4.78,1.09,,,,17.6,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS5X3X.375,HSS5X3X3/8,17.27,4.78,,,5.0,3.95,,,,3.0,1.95,,,,,,,,0.375,0.349,,,,,,,,,,,5.6,,11.3,,14.1,7.34,5.65,1.72,6.25,5.1,4.16,1.14,,,,14.9,,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
