Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
WT,WT100X13.3,WT100X13.3,13.3,1700,103.0,105.0,,,,133.0,133.0,,,,5.84,6.35,3.18,8.38,7.94,,,,16.0,20.6,,,21.2,,,6.38,7.95,,,,,17.7,1.42,30.5,17.2,29.0,1.66,38.2,24.9,31.2,,,,35.6,0.0151,,,,,,,,45.7,0.863,,,,,,,,,,,,,,,,,333.0,,465.0,340.0,472.0,,69.9,
WT,WT100X11.25,WT100X11.25,11.3,1430,103.0,102.0,,,,102.0,102.0,,,,6.22,6.35,3.18,8.0,7.94,,,,15.6,20.6,,,25.3,,,7.01,6.37,,,,,16.6,1.37,31.3,17.5,31.0,0.708,21.8,13.9,22.3,,,,28.3,0.0103,,,,,,,,43.7,0.76,,,,,,,,,,,,,,,,,300.0,,401.0,307.0,411.0,,57.2,
WT,WT100X9.65,WT100X9.65,9.65,1240,102.0,102.0,,,,102.0,102.0,,,,5.84,6.35,3.18,6.48,6.35,,,,14.1,19.1,,,26.2,,,6.1,7.84,,,,,17.4,1.2,28.5,16.0,31.2,0.566,17.5,11.2,21.4,,,,18.0,0.00722,,,,,,,,44.2,0.733,,,,,,,,,,,,,,,,,297.0,,399.0,305.0,406.0,,57.2,
WT,WT100X7.5,WT100X7.5,7.5,955,100.0,102.0,,,,100.0,102.0,,,,4.32,4.76,3.18,5.21,4.76,,,,12.8,17.5,,,24.2,,,4.78,9.61,,,,,23.2,0.895,20.8,11.7,30.5,0.437,13.5,8.7,21.3,,,,8.82,0.00306,,,,,,,,43.2,0.749,,,,,,,,,,,,,,,,,292.0,,391.0,300.0,401.0,,57.2,
WT,WT75X18.55,WT75X18.55,18.6,2370,81.0,82.6,,,,154.0,156.0,,,,8.13,7.94,4.76,11.6,11.1,,,,17.9,23.8,,,15.5,,,7.67,6.68,,,,,10.0,0.953,27.5,14.5,20.0,3.55,70.1,46.0,38.6,,,,95.3,0.0459,,,,,,,,44.7,0.953,,,,,,,,,,,,,,,,,307.0,,462.0,318.0,470.0,,88.9,
WT,WT75X14.9,WT75X14.9,14.9,1900,78.7,79.4,,,,153.0,152.0,,,,6.6,6.35,3.18,9.27,9.52,,,,15.6,22.2,,,14.2,,,6.2,8.25,,,,,11.9,0.733,21.1,11.4,19.7,2.76,55.1,36.2,38.1,,,,49.9,0.023,,,,,,,,43.9,0.953,,,,,,,,,,,,,,,,,302.0,,455.0,310.0,462.0,,88.9,
WT,WT75X11.25,WT75X11.25,11.3,1430,76.2,76.2,,,,152.0,152.0,,,,5.84,6.35,3.18,6.6,6.35,,,,13.0,19.1,,,14.2,,,4.7,11.5,,,,,13.0,0.587,16.9,9.46,20.2,1.94,38.8,25.6,36.8,,,,21.0,0.00918,,,,,,,,43.4,0.937,,,,,,,,,,,,,,,,,297.0,,447.0,305.0,457.0,,88.9,
WT,WT75X12,WT75X12,12.0,1530,79.8,79.4,,,,102.0,102.0,,,,6.6,6.35,3.18,10.3,9.52,,,,16.6,22.2,,,17.2,,,7.47,4.98,,,,,12.1,0.703,20.5,11.2,21.4,0.92,27.7,18.0,24.5,,,,46.2,0.0114,,,,,,,,34.8,0.88,,,,,,,,,,,,,,,,,254.0,,356.0,262.0,363.0,,57.2,
WT,WT75X9,WT75X9,9.0,1150,76.7,76.2,,,,102.0,102.0,,,,5.84,6.35,3.18,7.11,6.35,,,,13.5,19.1,,,17.2,,,5.64,7.14,,,,,13.1,0.549,16.6,9.24,21.9,0.624,19.0,12.3,23.3,,,,18.7,0.00478,,,,,,,,34.8,0.846,,,,,,,,,,,,,,,,,246.0,,348.0,254.0,356.0,,57.2,
WT,WT75X6.75,WT75X6.75,6.75,865,74.9,76.2,,,,100.0,102.0,,,,4.32,4.76,3.18,5.46,4.76,,,,11.8,17.5,,,15.8,,,4.32,9.16,,,,,17.4,0.395,11.8,6.69,21.4,0.458,14.0,9.13,23.0,,,,8.41,0.00198,,,,,,,,34.0,0.852,,,,,,,,,,,,,,,,,241.0,,340.0,250.0,351.0,,57.2,
WT,WT75X6.5,WT75X6.5,6.5,813,74.2,73.0,,,,100.0,102.0,,,,4.32,4.76,3.18,4.95,4.76,,,,11.3,17.5,,,16.2,,,4.06,10.1,,,,,17.2,0.377,11.5,6.51,21.5,0.414,12.7,8.28,22.6,,,,6.91,0.00166,,,,,,,,34.0,0.839,,,,,,,,,,,,,,,,,240.0,,340.0,248.0,348.0,,57.2,
WT,WT65X14.05,WT65X14.05,14.1,1790,65.5,66.7,,,,128.0,127.0,,,,6.86,6.35,3.18,10.9,11.1,,,,18.5,20.6,,,12.4,,,7.01,5.85,,,,,9.56,0.42,15.9,7.95,15.3,1.9,45.2,29.7,32.5,,,,65.3,0.0208,,,,,,,,36.6,0.964,,,,,,,,,,,,,,,,,252.0,,381.0,259.0,386.0,,69.9,
WT,WT65X11.9,WT65X11.9,11.9,1520,63.8,63.5,,,,127.0,127.0,,,,6.1,6.35,3.18,9.14,9.52,,,,16.8,19.1,,,11.6,,,5.97,6.94,,,,,10.5,0.352,13.1,6.77,15.2,1.56,37.4,24.6,32.0,,,,39.9,0.0122,,,,,,,,36.3,0.962,,,,,,,,,,,,,,,,,248.0,,376.0,254.0,381.0,,69.9,
WT,WT50X9.65,WT50X9.65,9.65,1230,52.8,54.0,,,,103.0,102.0,,,,7.11,6.35,3.18,8.76,9.52,,,,15.1,19.1,,,11.2,,,5.99,5.88,,,,,7.43,0.219,10.1,5.26,13.3,0.803,23.9,15.6,25.4,,,,31.2,0.00626,,,,,,,,29.5,0.947,,,,,,,,,,,,,,,,,202.0,,305.0,209.0,312.0,,57.2,
MT,MT159X9.25,MT159X9.25,9.25,1170,159.0,159.0,,,,95.3,95.2,,,,3.94,3.18,1.59,5.79,6.35,,,,14.3,14.3,,,44.2,,,9.45,8.22,,,,,40.4,3.03,47.9,26.4,51.1,0.416,13.7,8.78,18.9,,,,10.2,0.00763,,,,,,,,68.3,0.634,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT159X8.65,MT159X8.65,8.65,1100,159.0,159.0,,,,88.9,88.9,,,,3.94,3.18,1.59,5.36,4.76,,,,14.3,14.3,,,46.7,,,20.5,8.29,,,,,40.3,2.89,46.9,25.7,51.6,0.315,11.2,7.08,17.0,,,,8.57,0.0072,,,,,,,,69.9,0.602,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT155X8.8,MT155X8.8,8.8,1120,152.0,152.0,,,,78.0,79.4,,,,4.5,4.76,3.18,5.72,6.35,,,,14.3,14.3,,,48.0,,,28.7,6.82,,,,,33.9,2.75,47.4,26.4,49.8,0.226,9.42,5.8,14.2,,,,10.4,0.00905,,,,,,,,68.8,0.567,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT155X8.05,MT155X8.05,8.05,1030,152.0,152.0,,,,78.0,79.4,,,,4.06,4.76,3.18,5.33,4.76,,,,14.3,14.3,,,47.2,,,26.7,7.31,,,,,37.4,2.51,43.1,23.9,49.5,0.211,8.72,5.41,14.4,,,,8.16,0.00671,,,,,,,,68.3,0.574,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT155X7.45,MT155X7.45,7.45,955,152.0,152.0,,,,82.6,82.6,,,,3.78,3.18,1.59,4.57,4.76,,,,12.7,12.7,,,47.2,,,27.4,9.03,,,,,40.2,2.34,40.1,22.3,49.8,0.215,8.34,5.21,15.1,,,,6.04,0.00542,,,,,,,,68.8,0.572,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT125X6.7,MT125X6.7,6.7,858,127.0,127.0,,,,68.3,69.8,,,,3.99,4.76,3.18,5.23,4.76,,,,14.3,14.3,,,39.1,,,20.5,6.53,,,,,31.8,1.44,29.7,16.4,41.1,0.14,6.6,4.1,12.8,,,,6.49,0.00371,,,,,,,,56.4,0.585,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT125X5.95,MT125X5.95,5.95,768,126.0,127.0,,,,68.3,69.8,,,,3.58,3.18,1.59,4.62,4.76,,,,14.3,14.3,,,38.6,,,20.5,7.39,,,,,35.3,1.28,26.4,14.7,41.1,0.123,5.8,3.61,12.8,,,,4.66,0.00266,,,,,,,,56.4,0.583,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT125X5.6,MT125X5.6,5.6,716,127.0,127.0,,,,68.3,69.8,,,,3.3,3.18,1.59,4.39,4.76,,,,11.1,11.1,,,38.4,,,19.3,7.77,,,,,38.4,1.21,24.7,13.7,41.4,0.117,5.47,3.42,12.8,,,,3.88,0.00213,,,,,,,,56.4,0.588,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT100X4.85,MT100X4.85,4.85,619,102.0,102.0,,,,57.9,57.2,,,,3.43,3.18,1.59,4.8,4.76,,,,14.3,14.3,,,30.0,,,12.0,6.03,,,,,29.6,0.653,16.6,9.14,32.8,0.0783,4.33,2.7,11.3,,,,3.82,0.00124,,,,,,,,44.2,0.612,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT100X4.6,MT100X4.6,4.6,588,102.0,102.0,,,,57.9,57.2,,,,3.28,3.18,1.59,4.5,4.76,,,,11.1,11.1,,,30.0,,,12.6,6.44,,,,,31.0,0.624,15.8,8.73,32.8,0.0733,4.05,2.52,11.2,,,,3.24,0.00108,,,,,,,,44.5,0.608,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT75X3.3,MT75X3.3,3.3,417,76.2,76.2,,,,46.7,47.6,,,,2.9,3.18,1.59,4.34,4.76,,,,9.53,9.53,,,21.4,,,4.83,5.38,,,,,26.3,0.241,7.91,4.39,24.1,0.0373,2.54,1.59,9.5,,,,2.06,0.000333,,,,,,,,32.3,0.646,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT75X2.75,MT75X2.75,2.75,352,75.2,76.2,,,,50.8,50.8,,,,2.49,3.18,1.59,3.28,3.18,,,,7.95,7.94,,,21.0,,,4.42,7.75,,,,,30.2,0.201,6.7,3.7,24.0,0.0359,2.23,1.41,10.2,,,,1.1,0.000202,,,,,,,,32.5,0.644,,,,,,,,,,,,,,,,,,,,,,,,
MT,MT65X14.05,MT65X14.05,14.1,1790,63.5,63.5,,,,127.0,127.0,,,,8.03,7.94,4.76,10.6,11.1,,,,20.7,20.6,,,13.0,,,7.01,6.01,,,,,7.91,0.437,16.9,8.65,15.7,1.81,43.6,28.5,32.0,,,,64.9,0.0197,,,,,,,,36.3,0.955,,,,,,,,,,,,,,,,,,,,,,,69.9,
MT,MT50X4.45,MT50X4.45,4.45,565,48.3,47.6,,,,96.5,95.2,,,,3.3,3.18,1.59,4.06,4.76,,,,12.7,12.7,,,8.66,,,2.84,11.9,,,,,14.6,0.0866,3.95,2.18,12.5,0.305,9.64,6.31,23.5,,,,3.83,0.000518,,,,,,,,27.4,0.942,,,,,,,,,,,,,,,,,,,,,,,,
ST,ST305X90,ST305X90,90.0,11500,312.0,311.0,,,,204.0,203.0,,,,20.3,20.6,11.1,27.7,27.0,,,,50.8,50.8,,,92.2,,,32.0,3.69,,,,,15.4,108.0,893.0,493.0,97.0,17.3,297.0,169.0,38.9,,,,2660.0,7.38,,,,,,,,131.0,0.64,,,,,,,,,,,,,,,,,,,,,,,102.0,
ST,ST305X79,ST305X79,79.0,10100,312.0,311.0,,,,200.0,200.0,,,,15.7,15.9,7.94,27.7,27.0,,,,50.8,50.8,,,83.3,,,25.9,3.61,,,,,19.8,89.9,710.0,395.0,94.5,16.0,274.0,160.0,39.9,,,,2100.0,4.03,,,,,,,,124.0,0.686,,,,,,,,,,,,,,,,,,,,,,,102.0,
ST,ST305X74.5,ST305X74.5,74.5,9480,305.0,305.0,,,,184.0,184.0,,,,18.9,19.0,9.52,22.1,22.2,,,,44.5,44.5,,,97.5,,,54.9,4.17,,,,,16.1,89.5,778.0,431.0,97.3,9.86,197.0,107.0,32.3,,,,1570.0,5.24,,,,,,,,134.0,0.584,,,,,,,,,,,,,,,,,,,,,,,102.0,
ST,ST305X67,ST305X67,67.0,8520,305.0,305.0,,,,181.0,181.0,,,,15.9,15.9,7.94,22.1,22.2,,,,44.5,44.5,,,91.4,,,36.1,4.1,,,,,19.2,79.1,674.0,370.0,96.3,9.28,184.0,103.0,33.0,,,,1250.0,3.25,,,,,,,,130.0,0.615,,,,,,,,,,,,,,,,,,,,,,,102.0,
ST,ST305X59.5,ST305X59.5,59.5,7550,305.0,305.0,,,,178.0,178.0,,,,12.7,12.7,6.35,22.1,22.2,,,,44.5,44.5,,,83.8,,,23.1,4.02,,,,,24.0,67.4,551.0,305.0,94.5,8.74,170.0,98.3,34.0,,,,1020.0,1.86,,,,,,,,124.0,0.656,,,,,,,,,,,,,,,,,,,,,,,102.0,
ST,ST255X71.5,ST255X71.5,71.5,9100,259.0,257.0,,,,183.0,184.0,,,,20.3,20.6,11.1,23.4,23.8,,,,44.5,44.5,,,79.5,,,34.3,3.91,,,,,12.7,59.5,605.0,333.0,80.8,10.4,205.0,114.0,33.8,,,,1730.0,4.03,,,,,,,,111.0,0.625,,,,,,,,,,,,,,,,,,,,,,,102.0,
ST,ST255X64,ST255X64,64.0,8190,259.0,257.0,,,,179.0,178.0,,,,16.8,17.5,9.52,23.4,23.8,,,,44.5,44.5,,,73.9,,,24.7,3.84,,,,,15.4,51.6,510.0,282.0,79.5,9.7,190.0,108.0,34.5,,,,1370.0,2.46,,,,,,,,107.0,0.659,,,,,,,,,,,,,,,,,,,,,,,102.0,
ST,ST255X56,ST255X56,56.0,7100,254.0,254.0,,,,162.0,162.0,,,,16.1,15.9,7.94,20.2,20.6,,,,41.4,41.3,,,78.0,,,34.0,4.02,,,,,15.7,45.4,469.0,259.0,80.0,6.16,137.0,75.7,29.5,,,,949.0,1.94,,,,,,,,109.0,0.613,,,,,,,,,,,,,,,,,,,,,,,88.9,
ST,ST255X49.1,ST255X49.1,49.1,6260,254.0,254.0,,,,159.0,159.0,,,,12.8,12.7,6.35,20.2,20.6,,,,41.4,41.3,,,71.4,,,21.4,3.94,,,,,19.8,38.7,383.0,211.0,78.7,5.7,126.0,71.9,30.2,,,,741.0,1.08,,,,,,,,104.0,0.654,,,,,,,,,,,,,,,,,,,,,,,88.9,
ST,ST230X52,ST230X52,52.0,6650,229.0,229.0,,,,159.0,159.0,,,,18.1,17.5,9.52,17.6,17.5,,,,38.1,38.1,,,74.7,,,45.2,4.52,,,,,12.7,35.2,411.0,229.0,72.9,4.99,117.0,62.9,27.4,,,,841.0,1.89,,,,,,,,102.0,0.582,,,,,,,,,,,,,,,,,,,,,,,88.9,
ST,ST230X40.7,ST230X40.7,40.7,5170,229.0,229.0,,,,152.0,152.0,,,,11.7,11.1,6.35,17.6,17.5,,,,38.1,38.1,,,63.8,,,18.7,4.34,,,,,19.5,25.9,283.0,157.0,70.9,4.33,99.3,56.5,29.0,,,,483.0,0.607,,,,,,,,94.2,0.66,,,,,,,,,,,,,,,,,,,,,,,88.9,
ST,ST190X37,ST190X37,37.0,4740,191.0,190.0,,,,143.0,143.0,,,,14.0,14.3,7.94,15.8,15.9,,,,35.1,34.9,,,57.2,,,21.0,4.53,,,,,13.6,16.9,229.0,127.0,59.7,3.24,81.8,45.2,26.2,,,,437.0,0.542,,,,,,,,81.8,0.635,,,,,,,,,,,,,,,,,,,,,,,88.9,
ST,ST190X32,ST190X32,32.0,4060,191.0,190.0,,,,140.0,140.0,,,,10.4,11.1,6.35,15.8,15.9,,,,35.1,34.9,,,51.1,,,15.4,4.42,,,,,18.2,13.7,177.0,98.2,58.2,2.97,74.4,42.4,26.9,,,,318.0,0.267,,,,,,,,77.2,0.689,,,,,,,,,,,,,,,,,,,,,,,88.9,
ST,ST155X37,ST155X37,37.0,4730,152.0,152.0,,,,139.0,140.0,,,,17.4,17.5,9.52,16.7,17.5,,,,36.6,36.5,,,46.7,,,19.3,4.17,,,,,8.73,10.4,180.0,99.0,47.0,3.24,84.6,46.5,26.2,,,,566.0,0.529,,,,,,,,66.0,0.662,,,,,,,,,,,,,,,,,,,,,,,76.2,
ST,ST155X30.35,ST155X30.35,30.4,3850,152.0,152.0,,,,133.0,133.0,,,,11.7,11.1,6.35,16.7,17.5,,,,36.6,36.5,,,40.1,,,14.7,3.98,,,,,13.0,7.87,126.0,70.0,45.2,2.81,72.6,42.1,26.9,,,,350.0,0.211,,,,,,,,61.5,0.732,,,,,,,,,,,,,,,,,,,,,,,76.2,
ST,ST155X26,ST155X26,26.0,3300,152.0,152.0,,,,129.0,130.0,,,,10.9,11.1,6.35,13.8,14.3,,,,30.2,30.2,,,41.9,,,13.8,4.67,,,,,14.0,7.16,117.0,64.7,46.5,2.05,55.7,31.8,24.9,,,,218.0,0.149,,,,,,,,63.2,0.695,,,,,,,,,,,,,,,,,,,,,,,76.2,
ST,ST155X23.65,ST155X23.65,23.7,3000,152.0,152.0,,,,127.0,127.0,,,,8.89,9.52,4.76,13.8,14.3,,,,30.2,30.2,,,38.4,,,12.2,4.6,,,,,17.1,6.16,97.3,54.1,45.2,1.94,52.8,30.6,25.4,,,,182.0,0.0977,,,,,,,,60.7,0.731,,,,,,,,,,,,,,,,,,,,,,,76.2,
ST,ST125X26,ST125X26,26.0,3320,127.0,127.0,,,,125.0,127.0,,,,15.1,15.9,7.94,12.5,12.7,,,,28.7,28.6,,,39.6,,,17.1,5.03,,,,,8.42,5.2,108.0,59.3,39.6,1.73,50.8,27.5,22.8,,,,263.0,0.195,,,,,,,,56.6,0.653,,,,,,,,,,,,,,,,,,,,,,,69.9,
ST,ST125X18.9,ST125X18.9,18.9,2400,127.0,127.0,,,,118.0,117.0,,,,7.9,7.94,4.76,12.5,12.7,,,,28.7,28.6,,,30.5,,,10.2,4.75,,,,,16.1,3.24,60.6,33.6,36.8,1.4,40.8,23.6,24.1,,,,125.0,0.0465,,,,,,,,50.3,0.767,,,,,,,,,,,,,,,,,,,,,,,69.9,
ST,ST100X17,ST100X17,17.0,2180,102.0,102.0,,,,106.0,105.0,,,,11.2,11.1,6.35,10.8,11.1,,,,25.4,25.4,,,29.2,,,11.2,4.91,,,,,9.07,2.08,52.3,28.8,31.0,0.887,30.2,16.7,20.2,,,,113.0,0.0451,,,,,,,,43.9,0.704,,,,,,,,,,,,,,,,,,,,,,,57.2,
ST,ST100X13.7,ST100X13.7,13.7,1740,102.0,102.0,,,,102.0,102.0,,,,6.88,6.35,3.18,10.8,11.1,,,,25.4,25.4,,,23.9,,,8.53,4.71,,,,,14.8,1.45,33.9,18.7,29.0,0.766,26.1,15.1,21.0,,,,69.5,0.0172,,,,,,,,40.1,0.788,,,,,,,,,,,,,,,,,,,,,,,57.2,
ST,ST75X12.85,ST75X12.85,12.9,1630,76.2,76.2,,,,90.7,92.1,,,,11.8,11.1,6.35,9.12,9.52,,,,20.7,20.6,,,23.2,,,10.0,4.97,,,,,6.45,0.882,30.3,16.7,23.2,0.475,19.2,10.5,17.1,,,,75.3,0.0207,,,,,,,,34.3,0.705,,,,,,,,,,,,,,,,,,,,,,,,
ST,ST75X9.3,ST75X9.3,9.3,1180,76.2,76.2,,,,84.6,85.7,,,,5.89,6.35,3.18,9.12,9.52,,,,20.7,20.6,,,17.6,,,6.88,4.64,,,,,12.9,0.524,16.6,8.96,21.1,0.375,15.2,8.87,17.8,,,,34.5,0.00529,,,,,,,,30.5,0.819,,,,,,,,,,,,,,,,,,,,,,,,
ST,ST65X7.5,ST65X7.5,7.5,942,63.5,63.5,,,,76.2,76.2,,,,5.44,4.76,3.18,8.28,7.94,,,,19.1,19.1,,,14.5,,,6.07,4.6,,,,,11.7,0.279,10.7,5.7,17.2,0.248,11.2,6.52,16.2,,,,23.6,0.00269,,,,,,,,25.9,0.839,,,,,,,,,,,,,,,,,,,,,,,,
ST,ST50X7.05,ST50X7.05,7.05,903,50.8,50.8,,,,71.1,69.8,,,,8.28,7.94,4.76,7.44,7.94,,,,19.1,19.1,,,14.0,,,6.35,4.78,,,,,6.13,0.192,9.7,5.23,14.6,0.185,9.26,5.19,14.3,,,,24.6,0.00267,,,,,,,,22.9,0.797,,,,,,,,,,,,,,,,,,,,,,,,
ST,ST50X5.75,ST50X5.75,5.75,729,50.8,50.8,,,,67.6,66.7,,,,4.9,4.76,3.18,7.44,7.94,,,,19.1,19.1,,,11.4,,,5.18,4.54,,,,,10.4,0.128,6.24,3.24,13.3,0.156,7.95,4.6,14.6,,,,15.2,0.00123,,,,,,,,21.2,0.869,,,,,,,,,,,,,,,,,,,,,,,,
ST,ST37.5X5.6,ST37.5X5.6,5.6,710,38.1,38.1,,,,63.8,63.5,,,,8.86,9.52,4.76,6.6,6.35,,,,15.9,15.9,,,11.0,,,5.56,4.83,,,,,4.3,0.0832,5.75,3.06,10.8,0.12,6.74,3.77,13.0,,,,18.0,0.00133,,,,,,,,18.6,0.83,,,,,,,,,,,,,,,,,,,,,,,,
ST,ST37.5X4.25,ST37.5X4.25,4.25,535,38.1,38.1,,,,59.2,60.3,,,,4.32,4.76,3.18,6.6,6.35,,,,15.9,15.9,,,8.36,,,4.34,4.48,,,,,8.82,0.0475,3.21,1.59,9.4,0.0928,5.37,3.15,13.2,,,,8.99,0.000508,,,,,,,,16.9,0.911,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X34.9,2L305X305X34.9,312.0,40100,305.0,,,,,,,,305.0,,,,,,,35.1,,,,,,,88.9,,,33.0,,8.7,,,,,344.0,2880.0,1590.0,92.5,662.0,3570.0,2180.0,129.0,,,,,,,,,,,,,174.0,0.831,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X34.9X19,2L305X305X34.9X19,312.0,40100,305.0,,,,,,,,305.0,,,,,,,35.1,,,,,,,88.9,,,33.0,,8.7,,,,,344.0,2880.0,1590.0,92.5,733.0,3950.0,2330.0,135.0,,,,,,,,,,,,,179.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X34.9X38,2L305X305X34.9X38,312.0,40100,305.0,,,,,,,,305.0,,,,,,,35.1,,,,,,,88.9,,,33.0,,8.7,,,,,344.0,2880.0,1590.0,92.5,812.0,4330.0,2510.0,142.0,,,,,,,,,,,,,184.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X31.8,2L305X305X31.8,287.0,36600,305.0,,,,,,,,305.0,,,,,,,31.8,,,,,,,87.6,,,30.0,,9.6,,,,,317.0,2640.0,1460.0,93.0,599.0,3210.0,1970.0,128.0,,,,,,,,,,,,,174.0,0.829,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X31.8X19,2L305X305X31.8X19,287.0,36600,305.0,,,,,,,,305.0,,,,,,,31.8,,,,,,,87.6,,,30.0,,9.6,,,,,317.0,2640.0,1460.0,93.0,662.0,3560.0,2100.0,134.0,,,,,,,,,,,,,179.0,0.839,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X31.8X38,2L305X305X31.8X38,287.0,36600,305.0,,,,,,,,305.0,,,,,,,31.8,,,,,,,87.6,,,30.0,,9.6,,,,,317.0,2640.0,1460.0,93.0,733.0,3920.0,2260.0,141.0,,,,,,,,,,,,,184.0,0.848,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X28.6,2L305X305X28.6,259.0,33300,305.0,,,,,,,,305.0,,,,,,,28.7,,,,,,,86.6,,,27.4,,10.6,,,,,291.0,2410.0,1330.0,93.5,541.0,2880.0,1770.0,128.0,,,,,,,,,,,,,174.0,0.827,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X28.6X19,2L305X305X28.6X19,259.0,33300,305.0,,,,,,,,305.0,,,,,,,28.7,,,,,,,86.6,,,27.4,,10.6,,,,,291.0,2410.0,1330.0,93.5,599.0,3200.0,1900.0,134.0,,,,,,,,,,,,,179.0,0.837,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X28.6X38,2L305X305X28.6X38,259.0,33300,305.0,,,,,,,,305.0,,,,,,,28.7,,,,,,,86.6,,,27.4,,10.6,,,,,291.0,2410.0,1330.0,93.5,662.0,3520.0,2050.0,141.0,,,,,,,,,,,,,184.0,0.846,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X25.4,2L305X305X25.4,232.0,29700,305.0,,,,,,,,305.0,,,,,,,25.4,,,,,,,85.3,,,24.3,,12.0,,,,,262.0,2160.0,1200.0,94.0,479.0,2540.0,1570.0,127.0,,,,,,,,,,,,,174.0,0.826,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X25.4X19,2L305X305X25.4X19,232.0,29700,305.0,,,,,,,,305.0,,,,,,,25.4,,,,,,,85.3,,,24.3,,12.0,,,,,262.0,2160.0,1200.0,94.0,529.0,2820.0,1690.0,133.0,,,,,,,,,,,,,179.0,0.834,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L305X305X25.4X38,2L305X305X25.4X38,232.0,29700,305.0,,,,,,,,305.0,,,,,,,25.4,,,,,,,85.3,,,24.3,,12.0,,,,,262.0,2160.0,1200.0,94.0,587.0,3100.0,1820.0,141.0,,,,,,,,,,,,,184.0,0.844,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L254X254X34.9,2L254X254X34.9,259.0,33000,254.0,,,,,,,,254.0,,,,,,,35.1,,,,,,,76.2,,,32.5,,7.25,,,,,192.0,1970.0,1080.0,76.2,384.0,2520.0,1510.0,108.0,,,,,,,,,,,,,145.0,0.835,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L254X254X34.9X19,2L254X254X34.9X19,259.0,33000,254.0,,,,,,,,254.0,,,,,,,35.1,,,,,,,76.2,,,32.5,,7.25,,,,,192.0,1970.0,1080.0,76.2,437.0,2840.0,1660.0,115.0,,,,,,,,,,,,,150.0,0.847,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L254X254X34.9X38,2L254X254X34.9X38,259.0,33000,254.0,,,,,,,,254.0,,,,,,,35.1,,,,,,,76.2,,,32.5,,7.25,,,,,192.0,1970.0,1080.0,76.2,491.0,3150.0,1800.0,122.0,,,,,,,,,,,,,155.0,0.858,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L254X254X31.8,2L254X254X31.8,238.0,30200,254.0,,,,,,,,254.0,,,,,,,31.8,,,,,,,74.9,,,29.7,,8.0,,,,,177.0,1800.0,990.0,76.7,347.0,2260.0,1370.0,107.0,,,,,,,,,,,,,144.0,0.832,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L254X254X31.8X19,2L254X254X31.8X19,238.0,30200,254.0,,,,,,,,254.0,,,,,,,31.8,,,,,,,74.9,,,29.7,,8.0,,,,,177.0,1800.0,990.0,76.7,392.0,2560.0,1490.0,114.0,,,,,,,,,,,,,150.0,0.844,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L254X254X31.8X38,2L254X254X31.8X38,238.0,30200,254.0,,,,,,,,254.0,,,,,,,31.8,,,,,,,74.9,,,29.7,,8.0,,,,,177.0,1800.0,990.0,76.7,445.0,2840.0,1630.0,121.0,,,,,,,,,,,,,155.0,0.855,,,,,,,,,,,,,,,,,,,,,,,,
