Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W1100X499,W1100X499,499.0,63500,1120.0,1120.0,,,,404.0,406.0,,,,26.2,25.4,12.7,45.0,44.4,,,,65.0,76.2,44.5,,,,,,4.5,,,38.0,,,12900.0,26500.0,23100.0,452.0,499.0,3870.0,2460.0,88.6,,,,31100.0,144000.0,,108000.0,491.0,,,4560.0,13200.0,,,,,,,,,,,,,,,,,108.0,1070.0,3350.0,,3760.0,2640.0,3050.0,965.0,140.0,
W,W1100X433,W1100X433,433.0,55100,1110.0,1110.0,,,,401.0,403.0,,,,22.0,22.2,11.1,40.1,39.7,,,,59.9,71.4,41.3,,,,,,5.02,,,45.0,,,11200.0,23100.0,20300.0,452.0,433.0,3360.0,2160.0,88.6,,,,21200.0,124000.0,,107000.0,433.0,,,4060.0,11500.0,,,,,,,,,,,,,,,,,107.0,1070.0,3330.0,,3730.0,2620.0,3020.0,965.0,140.0,
W,W1100X390,W1100X390,390.0,49800,1100.0,1100.0,,,,401.0,400.0,,,,19.9,20.6,11.1,36.1,36.5,,,,55.9,66.7,41.3,,,,,,5.57,,,49.6,,,10000.0,20800.0,18200.0,450.0,384.0,2980.0,1920.0,88.1,,,,15500.0,109000.0,,106000.0,386.0,,,3650.0,10300.0,,,,,,,,,,,,,,,,,106.0,1060.0,3330.0,,3730.0,2590.0,3000.0,965.0,140.0,
W,W1100X343,W1100X343,343.0,43700,1090.0,1090.0,,,,401.0,400.0,,,,18.0,17.5,9.52,31.0,31.8,,,,51.1,61.9,39.7,,,,,,6.45,,,54.8,,,8660.0,18000.0,15900.0,445.0,331.0,2570.0,1660.0,87.1,,,,10400.0,92900.0,,106000.0,330.0,,,3150.0,8960.0,,,,,,,,,,,,,,,,,105.0,1060.0,3300.0,,3710.0,2590.0,3000.0,965.0,140.0,
W,W1000X976,W1000X976,975.0,125000,1110.0,1110.0,,,,429.0,429.0,,,,50.0,50.8,25.4,89.9,90.5,,,,120.0,122.0,55.6,,,,,,2.39,,,17.3,,,23500.0,50500.0,42500.0,434.0,1190.0,8880.0,5570.0,98.0,,,,245000.0,309000.0,,109000.0,1050.0,,,8670.0,25100.0,,,,,,,,,,,,,,,,,120.0,1020.0,3350.0,,3780.0,2640.0,3070.0,864.0,191.0,
W,W1000X883,W1000X883,883.0,112000,1090.0,1090.0,,,,424.0,425.0,,,,45.5,46.0,23.8,82.0,82.6,,,,112.0,114.0,54.0,,,,,,2.58,,,19.1,,,21000.0,45200.0,38300.0,432.0,1050.0,7880.0,4950.0,96.5,,,,185000.0,268000.0,,107000.0,932.0,,,7850.0,22500.0,,,,,,,,,,,,,,,,,118.0,1010.0,3300.0,,3730.0,2620.0,3050.0,864.0,191.0,
W,W1000X748,W1000X748,748.0,95500,1070.0,1070.0,,,,417.0,416.0,,,,39.1,39.7,20.6,70.1,69.8,,,,100.0,102.0,50.8,,,,,,2.98,,,22.3,,,17300.0,38000.0,32400.0,427.0,849.0,6460.0,4080.0,94.5,,,,115000.0,212000.0,,104000.0,762.0,,,6600.0,18800.0,,,,,,,,,,,,,,,,,114.0,998.0,3280.0,,3680.0,2570.0,2970.0,864.0,191.0,
W,W1000X642,W1000X642,642.0,81900,1050.0,1050.0,,,,411.0,413.0,,,,34.0,33.3,17.5,59.9,60.3,,,,89.9,92.1,47.6,,,,,,3.44,,,25.5,,,14500.0,32100.0,27700.0,422.0,703.0,5370.0,3410.0,92.7,,,,73700.0,171000.0,,102000.0,629.0,,,5590.0,15900.0,,,,,,,,,,,,,,,,,112.0,988.0,3230.0,,3630.0,2510.0,2920.0,864.0,191.0,
W,W1000X591,W1000X591,591.0,75500,1040.0,1040.0,,,,409.0,410.0,,,,31.0,31.8,15.9,55.9,55.6,,,,85.9,88.9,46.0,,,,,,3.66,,,28.0,,,13300.0,29500.0,25600.0,422.0,641.0,4920.0,3130.0,92.5,,,,59100.0,155000.0,,101000.0,574.0,,,5210.0,14600.0,,,,,,,,,,,,,,,,,111.0,986.0,3200.0,,3610.0,2490.0,2900.0,864.0,191.0,
W,W1000X554,W1000X554,554.0,71000,1030.0,1030.0,,,,409.0,410.0,,,,29.5,30.2,15.9,52.1,52.4,,,,82.0,84.1,46.0,,,,,,3.93,,,29.5,,,12300.0,27500.0,23900.0,419.0,591.0,4540.0,2900.0,91.4,,,,48300.0,142000.0,,100000.0,533.0,,,4830.0,13600.0,,,,,,,,,,,,,,,,,110.0,980.0,3180.0,,3580.0,2470.0,2870.0,864.0,191.0,
W,W1000X539,W1000X539,539.0,68400,1030.0,1030.0,,,,406.0,406.0,,,,28.4,28.6,14.3,51.1,50.8,,,,81.0,82.6,44.5,,,,,,3.99,,,30.5,,,12000.0,26900.0,23300.0,419.0,574.0,4420.0,2830.0,91.4,,,,45400.0,138000.0,,99400.0,516.0,,,4740.0,13200.0,,,,,,,,,,,,,,,,,110.0,980.0,3180.0,,3580.0,2470.0,2870.0,864.0,191.0,
W,W1000X483,W1000X483,483.0,61500,1020.0,1020.0,,,,404.0,403.0,,,,25.4,25.4,12.7,46.0,46.0,,,,75.9,77.8,42.9,,,,,,4.4,,,34.2,,,10700.0,23900.0,21000.0,417.0,508.0,3920.0,2510.0,90.9,,,,33000.0,120000.0,,98700.0,458.0,,,4240.0,11800.0,,,,,,,,,,,,,,,,,108.0,975.0,3150.0,,3560.0,2450.0,2840.0,864.0,191.0,
W,W1000X443,W1000X443,443.0,56300,1010.0,1010.0,,,,401.0,403.0,,,,23.6,23.8,12.7,41.9,41.3,,,,71.9,74.6,42.9,,,,,,4.8,,,36.8,,,9660.0,21800.0,19200.0,414.0,454.0,3520.0,2260.0,89.9,,,,25500.0,107000.0,,97400.0,409.0,,,3830.0,10700.0,,,,,,,,,,,,,,,,,107.0,970.0,3120.0,,3530.0,2420.0,2820.0,864.0,191.0,
W,W1000X412,W1000X412,412.0,52600,1010.0,1010.0,,,,401.0,403.0,,,,21.1,20.6,11.1,40.1,39.7,,,,70.1,73.0,41.3,,,,,,5.03,,,41.2,,,9120.0,20500.0,18000.0,417.0,433.0,3340.0,2160.0,90.9,,,,21400.0,102000.0,,97400.0,391.0,,,3690.0,10100.0,,,,,,,,,,,,,,,,,108.0,968.0,3120.0,,3530.0,2420.0,2820.0,864.0,191.0,
W,W1000X371,W1000X371,371.0,47400,1000.0,1000.0,,,,401.0,400.0,,,,19.1,19.0,9.52,36.1,36.5,,,,66.0,68.3,39.7,,,,,,5.55,,,45.6,,,8160.0,18400.0,16300.0,414.0,385.0,2980.0,1930.0,90.2,,,,15900.0,89700.0,,96800.0,350.0,,,3330.0,9030.0,,,,,,,,,,,,,,,,,107.0,965.0,3100.0,,3510.0,2400.0,2790.0,864.0,191.0,
W,W1000X321,W1000X321,321.0,41000,991.0,991.0,,,,401.0,400.0,,,,16.5,15.9,7.94,31.0,31.8,,,,61.0,63.5,39.7,,,,,,6.45,,,52.6,,,6950.0,15800.0,14100.0,411.0,334.0,2560.0,1660.0,89.9,,,,10300.0,76300.0,,96100.0,299.0,,,2870.0,7750.0,,,,,,,,,,,,,,,,,106.0,960.0,3100.0,,3510.0,2380.0,2790.0,864.0,191.0,
W,W1000X296,W1000X296,296.0,37900,983.0,981.0,,,,401.0,400.0,,,,16.5,15.9,7.94,27.2,27.0,,,,57.2,58.7,39.7,,,,,,7.39,,,52.6,,,6200.0,14200.0,12600.0,406.0,289.0,2250.0,1450.0,87.6,,,,7620.0,66100.0,,96100.0,261.0,,,2510.0,7000.0,,,,,,,,,,,,,,,,,105.0,955.0,3070.0,,3480.0,2370.0,2770.0,864.0,191.0,
W,W1000X584,W1000X584,584.0,74800,1060.0,1060.0,,,,315.0,314.0,,,,36.1,36.5,19.0,64.0,63.5,,,,94.0,96.8,49.2,,,,,,2.45,,,24.1,,,12400.0,28000.0,23600.0,409.0,334.0,3470.0,2130.0,67.1,,,,71600.0,82200.0,,78100.0,394.0,,,4420.0,13900.0,,,,,,,,,,,,,,,,,83.8,993.0,2950.0,,3250.0,2430.0,2740.0,864.0,191.0,
W,W1000X494,W1000X494,494.0,63000,1040.0,1040.0,,,,310.0,308.0,,,,31.0,31.8,15.9,54.1,54.0,,,,84.1,85.7,46.0,,,,,,2.86,,,28.0,,,10300.0,23400.0,19800.0,404.0,268.0,2820.0,1740.0,65.3,,,,43700.0,64700.0,,76100.0,319.0,,,3700.0,11600.0,,,,,,,,,,,,,,,,,81.5,983.0,2900.0,,3200.0,2380.0,2690.0,864.0,191.0,
W,W1000X486,W1000X486,486.0,61900,1040.0,1040.0,,,,307.0,308.0,,,,30.0,30.2,15.9,54.1,54.0,,,,84.1,85.7,46.0,,,,,,2.85,,,29.0,,,10200.0,23100.0,19700.0,406.0,266.0,2790.0,1720.0,65.5,,,,42900.0,64200.0,,75500.0,314.0,,,3690.0,11400.0,,,,,,,,,,,,,,,,,81.5,983.0,2900.0,,3200.0,2380.0,2690.0,864.0,191.0,
W,W1000X438,W1000X438,438.0,55600,1030.0,1030.0,,,,305.0,305.0,,,,26.9,27.0,14.3,49.0,49.2,,,,79.0,81.0,44.5,,,,,,3.11,,,32.2,,,9120.0,20800.0,17700.0,404.0,234.0,2460.0,1530.0,64.8,,,,31900.0,55900.0,,74200.0,278.0,,,3330.0,10200.0,,,,,,,,,,,,,,,,,80.3,978.0,2870.0,,3180.0,2360.0,2670.0,864.0,191.0,
W,W1000X415,W1000X415,415.0,53100,1020.0,1020.0,,,,305.0,305.0,,,,26.2,25.4,12.7,46.0,46.0,,,,75.9,77.8,44.5,,,,,,3.31,,,33.3,,,8530.0,19500.0,16700.0,401.0,217.0,2290.0,1430.0,64.0,,,,27100.0,51600.0,,74200.0,259.0,,,3110.0,9620.0,,,,,,,,,,,,,,,,,79.5,975.0,2840.0,,3150.0,2350.0,2640.0,864.0,191.0,
W,W1000X393,W1000X393,393.0,49900,1020.0,1020.0,,,,302.0,302.0,,,,24.4,23.8,12.7,43.9,44.4,,,,73.9,76.2,42.9,,,,,,3.45,,,35.6,,,8070.0,18500.0,15900.0,401.0,205.0,2160.0,1350.0,64.0,,,,23400.0,48600.0,,73500.0,245.0,,,2980.0,9090.0,,,,,,,,,,,,,,,,,79.2,973.0,2840.0,,3150.0,2330.0,2640.0,864.0,191.0,
W,W1000X350,W1000X350,350.0,44600,1010.0,1010.0,,,,302.0,302.0,,,,21.1,20.6,11.1,40.1,39.7,,,,70.1,73.0,41.3,,,,,,3.77,,,41.2,,,7240.0,16600.0,14300.0,404.0,185.0,1930.0,1220.0,64.5,,,,17200.0,43200.0,,72900.0,221.0,,,2720.0,8110.0,,,,,,,,,,,,,,,,,79.0,968.0,2820.0,,3120.0,2320.0,2620.0,864.0,191.0,
W,W1000X314,W1000X314,314.0,40100,1000.0,1000.0,,,,300.0,298.0,,,,19.1,19.0,9.52,36.1,36.5,,,,66.0,68.3,39.7,,,,,,4.17,,,45.6,,,6450.0,14800.0,12900.0,401.0,162.0,1720.0,1080.0,63.8,,,,12700.0,37900.0,,72300.0,195.0,,,2430.0,7240.0,,,,,,,,,,,,,,,,,78.0,965.0,2790.0,,3100.0,2300.0,2590.0,864.0,191.0,
W,W1000X272,W1000X272,272.0,34400,991.0,991.0,,,,300.0,298.0,,,,16.5,15.9,7.94,30.5,30.2,,,,60.5,63.5,39.7,,,,,,4.92,,,52.6,,,5490.0,12700.0,11100.0,399.0,138.0,1450.0,918.0,63.2,,,,8030.0,31700.0,,72300.0,164.0,,,2060.0,6160.0,,,,,,,,,,,,,,,,,77.2,960.0,2790.0,,3100.0,2280.0,2590.0,864.0,191.0,
W,W1000X249,W1000X249,249.0,31800,980.0,981.0,,,,300.0,298.0,,,,16.5,15.9,7.94,26.2,25.4,,,,56.1,58.7,39.7,,,,,,5.76,,,52.6,,,4830.0,11400.0,9830.0,389.0,118.0,1250.0,785.0,61.0,,,,5830.0,26800.0,,71600.0,140.0,,,1750.0,5510.0,,,,,,,,,,,,,,,,,75.7,955.0,2770.0,,3070.0,2260.0,2570.0,864.0,191.0,
W,W1000X222,W1000X222,222.0,28300,970.0,972.0,,,,300.0,298.0,,,,16.0,15.9,7.94,21.1,20.6,,,,51.1,54.0,38.1,,,,,,7.11,,,54.3,,,4080.0,9800.0,8410.0,381.0,95.3,1020.0,636.0,58.2,,,,3900.0,21500.0,,71000.0,112.0,,,1420.0,4720.0,,,,,,,,,,,,,,,,,73.4,950.0,2740.0,,3050.0,2240.0,2540.0,864.0,191.0,
W,W920X1377,W920X1377,1380.0,175000,1090.0,1100.0,,,,472.0,473.0,,,,76.7,76.2,38.1,115.0,114.0,,,,134.0,137.0,58.7,,,,,,2.05,,,10.8,,,30400.0,67700.0,55600.0,417.0,2060.0,14100.0,8700.0,108.0,,,,595000.0,494000.0,,115000.0,1570.0,,,11200.0,33800.0,,,,,,,,,,,,,,,,,135.0,980.0,3400.0,,3890.0,2670.0,3150.0,822.0,191.0,
W,W920X1269,W920X1269,1270.0,162000,1090.0,1100.0,,,,462.0,464.0,,,,64.0,63.5,31.8,115.0,114.0,,,,134.0,137.0,52.4,,,,,,2.01,,,12.9,,,29100.0,64200.0,53300.0,424.0,1910.0,13200.0,8280.0,109.0,,,,516000.0,459000.0,,113000.0,1510.0,,,11200.0,32000.0,,,,,,,,,,,,,,,,,133.0,980.0,3430.0,,3890.0,2640.0,3100.0,822.0,191.0,
W,W920X1194,W920X1194,1190.0,152000,1080.0,1080.0,,,,457.0,457.0,,,,60.5,60.3,30.2,109.0,110.0,,,,128.0,130.0,50.8,,,,,,2.1,,,13.7,,,27000.0,60000.0,49800.0,422.0,1750.0,12200.0,7670.0,107.0,,,,437000.0,414000.0,,111000.0,1390.0,,,10500.0,29800.0,,,,,,,,,,,,,,,,,131.0,973.0,3380.0,,3840.0,2620.0,3070.0,822.0,191.0,
W,W920X1077,W920X1077,1080.0,137000,1060.0,1060.0,,,,452.0,451.0,,,,55.1,55.6,28.6,99.1,98.4,,,,118.0,119.0,47.6,,,,,,2.28,,,15.0,,,23800.0,53600.0,44900.0,417.0,1540.0,10800.0,6820.0,106.0,,,,327000.0,357000.0,,109000.0,1220.0,,,9470.0,26700.0,,,,,,,,,,,,,,,,,129.0,963.0,3330.0,,3780.0,2570.0,3020.0,822.0,191.0,
W,W920X970,W920X970,970.0,124000,1040.0,1040.0,,,,447.0,448.0,,,,50.0,50.8,25.4,89.9,90.5,,,,114.0,122.0,55.6,,,,,,2.48,,,16.3,,,21100.0,47700.0,40300.0,411.0,1340.0,9520.0,6010.0,104.0,,,,247000.0,303000.0,,106000.0,1070.0,,,8490.0,23800.0,,,,,,,,,,,,,,,,,126.0,955.0,3280.0,,3730.0,2530.0,2970.0,797.0,191.0,
W,W920X787,W920X787,787.0,101000,1010.0,1010.0,,,,437.0,438.0,,,,40.9,41.3,20.6,73.9,74.6,,,,98.0,106.0,50.8,,,,,,2.96,,,19.9,,,16500.0,38200.0,32600.0,406.0,1040.0,7440.0,4740.0,102.0,,,,136000.0,227000.0,,103000.0,828.0,,,6870.0,19000.0,,,,,,,,,,,,,,,,,122.0,937.0,3230.0,,3660.0,2460.0,2900.0,797.0,191.0,
W,W920X725,W920X725,725.0,92300,998.0,1000.0,,,,434.0,435.0,,,,38.1,38.1,19.0,68.1,68.3,,,,92.2,102.0,47.6,,,,,,3.19,,,21.4,,,15000.0,34900.0,30000.0,401.0,937.0,6750.0,4310.0,101.0,,,,107000.0,202000.0,,101000.0,749.0,,,6280.0,17400.0,,,,,,,,,,,,,,,,,120.0,930.0,3180.0,,3610.0,2430.0,2870.0,797.0,191.0,
W,W920X656,W920X656,656.0,83900,988.0,987.0,,,,432.0,432.0,,,,34.5,34.9,17.5,62.0,61.9,,,,86.1,95.3,47.6,,,,,,3.48,,,23.6,,,13400.0,31300.0,27000.0,399.0,828.0,6030.0,3850.0,99.6,,,,80700.0,178000.0,,99400.0,666.0,,,5690.0,15600.0,,,,,,,,,,,,,,,,,119.0,927.0,3150.0,,3580.0,2410.0,2840.0,797.0,191.0,
W,W920X588,W920X588,588.0,74800,975.0,975.0,,,,427.0,429.0,,,,31.0,31.8,15.9,55.9,55.6,,,,80.0,87.3,46.0,,,,,,3.83,,,26.3,,,11900.0,28000.0,24400.0,399.0,728.0,5330.0,3410.0,98.6,,,,59100.0,154000.0,,98100.0,587.0,,,5100.0,13900.0,,,,,,,,,,,,,,,,,117.0,919.0,3120.0,,3560.0,2380.0,2790.0,797.0,191.0,
W,W920X537,W920X537,537.0,68400,965.0,965.0,,,,424.0,425.0,,,,28.4,28.6,14.3,51.1,50.8,,,,75.2,84.1,44.5,,,,,,4.16,,,28.6,,,10700.0,25400.0,22100.0,396.0,653.0,4800.0,3080.0,97.8,,,,45400.0,137000.0,,96800.0,529.0,,,4620.0,12600.0,,,,,,,,,,,,,,,,,116.0,914.0,3100.0,,3530.0,2350.0,2770.0,797.0,191.0,
W,W920X491,W920X491,491.0,62500,958.0,956.0,,,,422.0,422.0,,,,25.9,25.4,12.7,47.0,47.6,,,,71.1,79.4,44.5,,,,,,4.49,,,31.4,,,9700.0,23100.0,20300.0,394.0,591.0,4340.0,2800.0,97.3,,,,35100.0,122000.0,,96100.0,479.0,,,4240.0,11400.0,,,,,,,,,,,,,,,,,115.0,912.0,3070.0,,3510.0,2340.0,2770.0,797.0,191.0,
W,W920X449,W920X449,449.0,57400,947.0,949.0,,,,424.0,422.0,,,,24.0,23.8,12.7,42.7,42.9,,,,66.8,76.2,42.9,,,,,,4.96,,,33.9,,,8780.0,21000.0,18500.0,391.0,541.0,3950.0,2560.0,97.0,,,,26800.0,111000.0,,95500.0,433.0,,,3850.0,10400.0,,,,,,,,,,,,,,,,,115.0,904.0,3070.0,,3510.0,2320.0,2740.0,797.0,191.0,
W,W920X420,W920X420,420.0,53500,942.0,943.0,,,,422.0,422.0,,,,22.5,22.2,11.1,39.9,39.7,,,,64.0,73.0,41.3,,,,,,5.29,,,36.2,,,8160.0,19500.0,17200.0,391.0,499.0,3650.0,2360.0,96.5,,,,21900.0,102000.0,,94800.0,400.0,,,3590.0,9680.0,,,,,,,,,,,,,,,,,114.0,902.0,3050.0,,3480.0,2310.0,2720.0,797.0,191.0,
W,W920X390,W920X390,390.0,49800,937.0,937.0,,,,422.0,419.0,,,,21.3,20.6,11.1,36.6,36.5,,,,60.7,69.9,41.3,,,,,,5.75,,,38.2,,,7450.0,18000.0,15900.0,389.0,454.0,3340.0,2160.0,95.5,,,,17300.0,91800.0,,94800.0,363.0,,,3280.0,8900.0,,,,,,,,,,,,,,,,,113.0,902.0,3050.0,,3480.0,2300.0,2720.0,797.0,191.0,
W,W920X368,W920X368,368.0,46800,932.0,930.0,,,,419.0,419.0,,,,20.3,20.6,11.1,34.3,34.9,,,,58.4,66.7,41.3,,,,,,6.11,,,40.1,,,6950.0,16900.0,15000.0,386.0,420.0,3110.0,2020.0,95.0,,,,14400.0,84900.0,,94200.0,338.0,,,3060.0,8340.0,,,,,,,,,,,,,,,,,112.0,899.0,3050.0,,3450.0,2280.0,2690.0,797.0,191.0,
W,W920X344,W920X344,344.0,44000,927.0,927.0,,,,419.0,419.0,,,,19.3,19.0,9.52,32.0,31.8,,,,56.1,65.1,39.7,,,,,,6.54,,,42.2,,,6490.0,15800.0,14000.0,384.0,391.0,2880.0,1870.0,94.2,,,,11900.0,78400.0,,93500.0,315.0,,,2870.0,7800.0,,,,,,,,,,,,,,,,,112.0,894.0,3050.0,,3450.0,2270.0,2690.0,797.0,191.0,
W,W920X381,W920X381,381.0,48600,951.0,949.0,,,,310.0,311.0,,,,24.4,23.8,12.7,43.9,44.4,,,,63.0,74.6,42.9,,,,,,3.53,,,33.8,,,6990.0,17000.0,14700.0,378.0,220.0,2250.0,1420.0,67.3,,,,22000.0,45100.0,,70300.0,240.0,,,2850.0,8460.0,,,,,,,,,,,,,,,,,82.3,907.0,2740.0,,3050.0,2210.0,2520.0,800.0,140.0,
W,W920X345,W920X345,345.0,43900,943.0,943.0,,,,307.0,308.0,,,,22.1,22.2,11.1,39.9,39.7,,,,58.9,71.4,41.3,,,,,,3.86,,,37.3,,,6240.0,15300.0,13300.0,376.0,195.0,2000.0,1270.0,66.5,,,,16500.0,39700.0,,69700.0,213.0,,,2570.0,7600.0,,,,,,,,,,,,,,,,,81.5,902.0,2740.0,,3050.0,2190.0,2500.0,800.0,140.0,
W,W920X313,W920X313,313.0,39900,932.0,933.0,,,,310.0,308.0,,,,21.1,20.6,11.1,34.5,34.9,,,,53.6,66.7,41.3,,,,,,4.48,,,39.1,,,5490.0,13700.0,11800.0,371.0,171.0,1750.0,1110.0,65.5,,,,11700.0,34400.0,,69700.0,186.0,,,2230.0,6750.0,,,,,,,,,,,,,,,,,80.8,897.0,2720.0,,3020.0,2170.0,2480.0,800.0,140.0,
W,W920X289,W920X289,289.0,36800,927.0,927.0,,,,307.0,308.0,,,,19.4,19.0,9.52,32.0,31.8,,,,51.1,63.5,39.7,,,,,,4.81,,,42.4,,,5040.0,12600.0,10900.0,371.0,156.0,1600.0,1010.0,65.0,,,,9240.0,31200.0,,69000.0,169.0,,,2060.0,6210.0,,,,,,,,,,,,,,,,,80.0,894.0,2720.0,,3020.0,2160.0,2470.0,800.0,140.0,
W,W920X271,W920X271,271.0,34600,922.0,924.0,,,,307.0,308.0,,,,18.4,19.0,9.52,30.0,30.2,,,,49.0,60.3,39.7,,,,,,5.12,,,44.8,,,4700.0,11800.0,10200.0,368.0,144.0,1490.0,944.0,64.8,,,,7700.0,28700.0,,68400.0,157.0,,,1930.0,5820.0,,,,,,,,,,,,,,,,,79.5,892.0,2690.0,,3000.0,2150.0,2460.0,800.0,140.0,
W,W920X253,W920X253,253.0,32300,919.0,918.0,,,,305.0,305.0,,,,17.3,17.5,9.52,27.9,28.6,,,,47.0,60.3,39.7,,,,,,5.47,,,47.7,,,4370.0,10900.0,9520.0,368.0,133.0,1370.0,872.0,64.3,,,,6290.0,26500.0,,67700.0,145.0,,,1790.0,5410.0,,,,,,,,,,,,,,,,,79.0,892.0,2690.0,,3000.0,2140.0,2450.0,800.0,140.0,
W,W920X238,W920X238,238.0,30300,914.0,914.0,,,,305.0,305.0,,,,16.5,15.9,7.94,25.9,25.4,,,,45.0,57.2,39.7,,,,,,5.88,,,49.9,,,4060.0,10200.0,8880.0,366.0,123.0,1270.0,805.0,63.5,,,,5160.0,24200.0,,67700.0,134.0,,,1660.0,5050.0,,,,,,,,,,,,,,,,,78.5,889.0,2670.0,,2970.0,2130.0,2440.0,800.0,140.0,
W,W920X223,W920X223,223.0,28600,912.0,911.0,,,,305.0,305.0,,,,15.9,15.9,7.94,23.9,23.8,,,,42.9,55.6,38.1,,,,,,6.37,,,51.9,,,3760.0,9520.0,8260.0,363.0,112.0,1160.0,739.0,62.7,,,,4200.0,22100.0,,67700.0,122.0,,,1530.0,4700.0,,,,,,,,,,,,,,,,,77.7,889.0,2670.0,,2970.0,2130.0,2430.0,800.0,140.0,
W,W920X201,W920X201,201.0,25700,904.0,902.0,,,,305.0,305.0,,,,15.2,15.9,7.94,20.1,20.6,,,,39.1,52.4,38.1,,,,,,7.56,,,54.1,,,3250.0,8340.0,7190.0,356.0,93.7,978.0,618.0,60.5,,,,2910.0,18300.0,,67100.0,102.0,,,1280.0,4110.0,,,,,,,,,,,,,,,,,75.9,884.0,2670.0,,2970.0,2110.0,2420.0,800.0,140.0,
W,W840X576,W840X576,576.0,73500,914.0,914.0,,,,411.0,413.0,,,,32.0,31.8,15.9,57.9,57.2,,,,78.0,90.5,46.0,,,,,,3.55,,,23.7,,,10100.0,25600.0,22100.0,371.0,674.0,5110.0,3280.0,95.8,,,,61600.0,123000.0,,88400.0,524.0,,,4700.0,12700.0,,,,,,,,,,,,,,,,,114.0,856.0,2970.0,,3380.0,2240.0,2640.0,733.0,140.0,
W,W840X527,W840X527,527.0,67100,904.0,902.0,,,,409.0,410.0,,,,29.5,30.2,15.9,53.1,52.4,,,,73.2,85.7,46.0,,,,,,3.85,,,25.7,,,9160.0,23300.0,20300.0,368.0,608.0,4620.0,2970.0,95.0,,,,47900.0,110000.0,,87100.0,470.0,,,4290.0,11600.0,,,,,,,,,,,,,,,,,113.0,851.0,2950.0,,3350.0,2220.0,2620.0,733.0,140.0,
W,W840X473,W840X473,473.0,60500,894.0,892.0,,,,406.0,406.0,,,,26.4,27.0,14.3,48.0,47.6,,,,68.1,81.0,44.5,,,,,,4.23,,,28.7,,,8120.0,20800.0,18200.0,368.0,537.0,4100.0,2640.0,94.2,,,,35100.0,95900.0,,85800.0,420.0,,,3850.0,10400.0,,,,,,,,,,,,,,,,,112.0,846.0,2920.0,,3330.0,2190.0,2590.0,733.0,140.0,
W,W840X433,W840X433,433.0,55200,884.0,886.0,,,,404.0,403.0,,,,24.4,23.8,12.7,43.9,44.4,,,,64.0,74.6,42.9,,,,,,4.6,,,31.0,,,7370.0,19000.0,16700.0,366.0,483.0,3700.0,2390.0,93.5,,,,27100.0,85700.0,,84500.0,376.0,,,3510.0,9390.0,,,,,,,,,,,,,,,,,110.0,841.0,2900.0,,3300.0,2170.0,2570.0,733.0,140.0,
W,W840X392,W840X392,392.0,49900,876.0,876.0,,,,401.0,400.0,,,,22.1,22.2,11.1,39.9,39.7,,,,59.9,71.4,41.3,,,,,,5.03,,,34.3,,,6620.0,17000.0,15100.0,363.0,433.0,3310.0,2150.0,93.0,,,,20300.0,75500.0,,83900.0,336.0,,,3160.0,8440.0,,,,,,,,,,,,,,,,,109.0,836.0,2870.0,,3280.0,2150.0,2570.0,733.0,140.0,
W,W840X359,W840X359,359.0,45900,869.0,867.0,,,,404.0,403.0,,,,21.1,20.6,11.1,35.6,34.9,,,,55.6,68.3,41.3,,,,,,5.66,,,35.9,,,5910.0,15400.0,13600.0,358.0,388.0,2980.0,1930.0,91.9,,,,15100.0,67400.0,,83900.0,302.0,,,2830.0,7650.0,,,,,,,,,,,,,,,,,109.0,833.0,2870.0,,3280.0,2140.0,2540.0,733.0,140.0,
W,W840X329,W840X329,329.0,42100,861.0,860.0,,,,401.0,400.0,,,,19.7,19.0,9.52,32.5,31.8,,,,52.3,63.5,41.3,,,,,,6.2,,,38.5,,,5370.0,14000.0,12400.0,358.0,350.0,2690.0,1740.0,91.2,,,,11600.0,60200.0,,83200.0,269.0,,,2560.0,6930.0,,,,,,,,,,,,,,,,,108.0,828.0,2840.0,,3250.0,2120.0,2520.0,733.0,140.0,
W,W840X299,W840X299,299.0,38100,856.0,854.0,,,,399.0,400.0,,,,18.2,17.5,9.52,29.2,28.6,,,,49.3,61.9,39.7,,,,,,6.85,,,41.7,,,4830.0,12700.0,11200.0,356.0,312.0,2410.0,1560.0,90.4,,,,8660.0,53200.0,,82600.0,240.0,,,2290.0,6260.0,,,,,,,,,,,,,,,,,107.0,828.0,2820.0,,3230.0,2110.0,2510.0,733.0,140.0,
